Seq62	Seq3	92.617	298	16	1	1	292	1	298	1.10e-121	418
Seq63	Seq3	94.286	35	2	0	341	375	338	372	7.33e-12	54.0
Seq64	Seq3	92.256	297	17	1	1	291	1	297	1.04e-118	408
Seq65	Seq3	98.997	299	3	0	1	299	1	299	4.93e-167	569
Seq66	Seq3	100.000	27	0	0	267	293	270	296	7.27e-12	54.0
Seq67	Seq3	89.474	38	4	0	110	147	110	147	6.66e-09	44.1
Seq68	Seq3	100.000	31	0	0	359	389	338	368	3.16e-14	61.9
Seq69	Seq3	100.000	43	0	0	317	359	326	368	2.01e-21	85.7
Seq70	Seq3	94.286	35	2	0	356	390	338	372	7.63e-12	54.0
Seq71	Seq3	90.845	284	23	1	15	295	15	298	5.70e-102	353
Seq72	Seq3	98.997	299	3	0	1	299	1	299	4.93e-167	569
Seq73	Seq3	100.000	29	0	0	267	295	270	298	4.73e-13	58.0
Seq74	Seq3	100.000	28	0	0	268	295	271	298	1.93e-12	56.0
Seq75	Seq3	92.929	297	21	0	1	297	1	297	7.29e-123	422
Seq76	Seq3	100.000	29	0	0	267	295	270	298	4.73e-13	58.0
Seq77	Seq3	94.286	35	2	0	335	369	338	372	7.21e-12	54.0
Seq78	Seq3	96.552	29	1	0	267	295	270	298	1.12e-10	50.1
Seq79	Seq3	94.286	35	2	0	356	390	338	372	7.63e-12	54.0
Seq80	Seq3	98.993	298	3	0	1	298	1	298	1.88e-166	567
Seq81	Seq3	100.000	43	0	0	332	374	326	368	2.09e-21	85.7
Seq82	Seq3	91.429	35	3	0	350	384	338	372	1.83e-09	46.1
Seq83	Seq3	94.286	35	2	0	329	363	338	372	7.09e-12	54.0
Seq84	Seq3	100.000	29	0	0	267	295	270	298	4.73e-13	58.0
Seq85	Seq3	89.474	38	4	0	110	147	110	147	6.89e-09	44.1
Seq86	Seq3	100.000	43	0	0	326	368	326	368	2.06e-21	85.7
Seq87	Seq3	82.155	297	47	1	1	291	1	297	4.24e-47	170
Seq88	Seq3	100.000	27	0	0	267	293	270	296	7.69e-12	54.0
Seq89	Seq3	92.617	298	16	1	1	292	1	298	1.11e-121	418
Seq90	Seq3	94.286	35	2	0	262	296	265	299	7.21e-12	54.0
Seq91	Seq3	96.441	281	10	0	15	295	15	295	1.39e-139	478
Seq92	Seq3	100.000	28	0	0	268	295	271	298	1.83e-12	56.0
Seq93	Seq3	92.282	298	17	1	1	292	1	298	2.85e-119	410
Seq94	Seq3	90.785	293	24	1	5	294	5	297	6.16e-105	363
Seq95	Seq3	94.118	34	2	0	262	295	265	298	2.92e-11	52.0
Seq96	Seq3	94.286	35	2	0	338	372	338	372	7.27e-12	54.0
Seq97	Seq3	100.000	29	0	0	267	295	270	298	4.66e-13	58.0
Seq98	Seq3	91.919	297	18	1	1	291	1	297	2.72e-116	400
Seq99	Seq3	82.824	262	39	1	1	256	1	262	2.87e-45	165
Seq100	Seq3	90.572	297	25	1	1	294	1	297	5.83e-105	363
Seq101	Seq3	96.980	298	9	0	1	298	1	298	4.26e-152	519
Seq102	Seq3	100.000	43	0	0	320	362	326	368	2.03e-21	85.7
Seq103	Seq3	94.286	35	2	0	329	363	338	372	7.09e-12	54.0
Seq104	Seq3	100.000	40	0	0	323	362	329	368	1.25e-19	79.8
Seq105	Seq3	91.946	298	18	1	1	292	1	298	6.82e-117	402
Seq106	Seq3	100.000	28	0	0	268	295	271	298	1.78e-12	56.0
Seq107	Seq3	100.000	29	0	0	267	295	270	298	4.62e-13	58.0
Seq108	Seq3	90.970	299	24	1	1	296	1	299	1.58e-108	375
Seq109	Seq3	92.256	297	17	1	1	291	1	297	1.06e-118	408
Seq110	Seq3	100.000	42	0	0	312	353	327	368	7.80e-21	83.8
Seq111	Seq3	94.286	35	2	0	338	372	338	372	7.27e-12	54.0
Seq112	Seq3	91.611	298	19	1	1	292	1	298	1.57e-114	394
Seq113	Seq3	94.286	35	2	0	335	369	338	372	7.21e-12	54.0
Seq114	Seq3	92.500	40	3	0	108	147	108	147	1.79e-12	56.0
Seq115	Seq3	93.750	32	2	0	262	293	265	296	4.30e-10	48.1
Seq116	Seq3	94.118	34	2	0	262	295	265	298	2.83e-11	52.0
Seq117	Seq3	97.674	43	1	0	329	371	326	368	5.06e-19	77.8
Seq118	Seq3	91.946	298	21	1	1	295	1	298	4.14e-115	396
Seq119	Seq3	84.247	292	40	1	5	290	5	296	7.99e-61	216
Seq120	Seq3	94.118	34	2	0	262	295	265	298	2.85e-11	52.0
Seq121	Seq3	100.000	29	0	0	267	295	270	298	4.62e-13	58.0
Seq122	Seq3	89.933	298	24	1	1	292	1	298	1.42e-102	355
Seq123	Seq3	93.103	29	2	0	266	294	269	297	2.65e-08	42.1
Seq124	Seq3	95.213	376	8	3	1	374	1	368	3.57e-174	593
Seq125	Seq3	94.286	35	2	0	353	387	338	372	7.57e-12	54.0
Seq126	Seq3	98.658	298	4	0	1	298	1	298	4.96e-164	559
Seq127	Seq3	90.000	40	4	0	102	141	108	147	4.60e-10	48.1
Seq128	Seq3	100.000	28	0	0	268	295	271	298	1.83e-12	56.0
Seq129	Seq3	100.000	43	0	0	323	365	326	368	2.04e-21	85.7
Seq130	Seq3	90.236	297	23	1	1	291	1	297	2.26e-104	361
Seq131	Seq3	92.282	298	17	1	1	292	1	298	2.91e-119	410
Seq132	Seq3	94.286	35	2	0	338	372	338	372	7.27e-12	54.0
Seq133	Seq3	100.000	41	0	0	313	353	328	368	3.08e-20	81.8
Seq134	Seq3	87.500	40	5	0	102	141	108	147	1.08e-07	40.1
Seq135	Seq3	91.554	296	19	1	1	290	1	296	2.47e-113	391
Seq136	Seq3	100.000	43	0	0	326	368	326	368	2.06e-21	85.7
Seq137	Seq3	100.000	28	0	0	268	295	271	298	1.81e-12	56.0
Seq138	Seq3	98.966	290	3	0	1	290	1	290	1.13e-161	551
Seq139	Seq3	92.593	297	22	0	1	297	1	297	1.81e-120	414
Seq140	Seq3	93.266	297	20	0	1	297	1	297	3.09e-125	430
Seq141	Seq3	95.833	24	1	0	268	291	271	294	1.11e-07	40.1
Seq142	Seq3	100.000	41	0	0	322	362	328	368	3.16e-20	81.8
Seq143	Seq3	94.286	35	2	0	329	363	338	372	7.09e-12	54.0
Seq144	Seq3	92.517	294	16	1	1	288	1	294	2.68e-119	410
Seq145	Seq3	93.548	31	2	0	262	292	265	295	1.70e-09	46.1
Seq146	Seq3	98.662	299	4	0	1	299	1	299	1.20e-164	561
Seq147	Seq3	100.000	29	0	0	267	295	270	298	4.54e-13	58.0
Seq148	Seq3	100.000	43	0	0	308	350	326	368	1.96e-21	85.7
Seq149	Seq3	92.929	297	21	0	1	297	1	297	7.29e-123	422
Seq150	Seq3	91.497	294	19	1	1	288	1	294	4.22e-112	387
Seq151	Seq3	100.000	43	0	0	323	365	326	368	2.04e-21	85.7
Seq152	Seq3	92.256	297	17	1	1	291	1	297	1.08e-118	408
Seq153	Seq3	100.000	13	0	0	131	143	137	149	0.002	26.3
Seq154	Seq3	90.940	298	24	1	1	295	1	298	6.15e-108	373
Seq155	Seq3	100.000	28	0	0	268	295	271	298	1.84e-12	56.0
Seq156	Seq3	88.378	370	33	4	1	362	1	368	6.00e-108	373
Seq157	Seq3	90.667	300	22	1	1	294	1	300	1.49e-108	375
Seq158	Seq3	100.000	29	0	0	267	295	270	298	4.62e-13	58.0
Seq159	Seq3	92.256	297	17	1	1	291	1	297	1.06e-118	408
Seq160	Seq3	100.000	29	0	0	267	295	270	298	4.73e-13	58.0
Seq161	Seq3	100.000	43	0	0	317	359	326	368	2.01e-21	85.7
Seq162	Seq3	98.993	298	3	0	1	298	1	298	2.06e-166	567
Seq163	Seq3	94.286	35	2	0	335	369	338	372	7.21e-12	54.0
Seq164	Seq3	88.235	34	4	0	262	295	265	298	1.67e-06	36.2
Seq165	Seq3	90.970	299	24	1	1	296	1	299	1.52e-108	375
Seq166	Seq3	100.000	27	0	0	267	293	270	296	7.15e-12	54.0
Seq167	Seq3	98.322	298	5	0	1	298	1	298	1.19e-161	551
Seq168	Seq3	94.286	35	2	0	332	366	338	372	7.15e-12	54.0
Seq169	Seq3	100.000	41	0	0	322	362	328	368	3.16e-20	81.8
Seq170	Seq3	90.940	298	24	1	1	295	1	298	6.15e-108	373
Seq171	Seq3	94.295	298	17	0	1	298	1	298	5.36e-133	456
Seq172	Seq3	100.000	28	0	0	267	294	270	297	1.81e-12	56.0
Seq173	Seq3	94.286	35	2	0	326	360	338	372	7.03e-12	54.0
Seq174	Seq3	90.816	294	24	1	1	291	1	294	1.39e-105	365
Seq175	Seq3	100.000	43	0	0	323	365	326	368	2.04e-21	85.7
Seq176	Seq3	87.500	40	5	0	102	141	108	147	1.08e-07	40.1
Seq177	Seq3	98.649	296	4	0	1	296	1	296	7.41e-163	555
Seq178	Seq3	89.247	279	30	0	1	279	1	279	1.25e-90	315
Seq179	Seq3	94.286	35	2	0	336	370	338	372	7.23e-12	54.0
Seq180	Seq3	89.333	75	8	0	225	299	219	293	2.16e-21	85.7
Seq181	Seq3	83.838	297	42	1	1	291	1	297	5.10e-59	210
Seq182	Seq3	93.898	295	18	0	1	295	1	295	7.53e-129	442
Seq183	Seq3	94.286	35	2	0	359	393	338	372	7.69e-12	54.0
Seq184	Seq3	100.000	29	0	0	267	295	270	298	4.81e-13	58.0
Seq185	Seq3	86.842	38	5	0	110	147	110	147	1.75e-06	36.2
Seq186	Seq3	100.000	26	0	0	267	292	270	295	2.83e-11	52.0
Seq187	Seq3	94.286	35	2	0	350	384	338	372	7.51e-12	54.0
Seq188	Seq3	94.118	34	2	0	342	375	339	372	2.90e-11	52.0
Seq189	Seq3	92.857	28	2	0	266	293	269	296	1.02e-07	40.1
Seq190	Seq3	100.000	43	0	0	320	362	326	368	2.03e-21	85.7
Seq191	Seq3	92.593	297	16	1	1	291	1	297	4.61e-121	416
Seq192	Seq3	93.548	31	2	0	262	292	265	295	1.76e-09	46.1
Seq193	Seq3	100.000	29	0	0	267	295	270	298	4.89e-13	58.0
Seq194	Seq3	100.000	28	0	0	268	295	271	298	1.81e-12	56.0
Seq195	Seq3	93.671	79	5	0	5	83	5	83	5.78e-31	117
Seq196	Seq3	100.000	43	0	0	326	368	326	368	2.06e-21	85.7
Seq197	Seq3	98.316	297	5	0	1	297	1	297	4.73e-161	549
Seq198	Seq3	98.986	296	3	0	1	296	1	296	3.20e-165	563
Seq199	Seq3	100.000	29	0	0	267	295	270	298	4.81e-13	58.0
Seq200	Seq3	92.953	298	21	0	1	298	1	298	1.88e-123	424
Seq201	Seq3	96.309	298	11	0	1	298	1	298	2.47e-147	504
Seq202	Seq3	86.411	287	36	1	1	284	1	287	9.28e-73	256
Seq203	Seq3	96.154	26	1	0	267	292	270	295	6.89e-09	44.1
Seq204	Seq3	94.286	35	2	0	347	381	338	372	7.45e-12	54.0
Seq205	Seq3	100.000	27	0	0	264	290	270	296	7.21e-12	54.0
Seq206	Seq3	100.000	30	0	0	267	296	270	299	1.17e-13	60.0
Seq207	Seq3	94.286	35	2	0	332	366	338	372	7.15e-12	54.0
Seq208	Seq3	97.987	298	6	0	1	298	1	298	2.80e-159	543
Seq209	Seq3	100.000	29	0	0	266	294	270	298	4.61e-13	58.0
Seq210	Seq3	100.000	29	0	0	267	295	270	298	4.73e-13	58.0
Seq211	Seq3	100.000	28	0	0	268	295	271	298	1.78e-12	56.0
Seq212	Seq3	96.154	26	1	0	268	293	271	296	6.72e-09	44.1
Seq213	Seq3	92.517	294	16	1	1	288	1	294	2.87e-119	410
Seq214	Seq3	98.658	298	4	0	1	298	1	298	4.87e-164	559
Seq215	Seq3	100.000	28	0	0	268	295	271	298	1.83e-12	56.0
Seq216	Seq3	98.993	298	3	0	1	298	1	298	1.98e-166	567
Seq217	Seq3	100.000	28	0	0	268	295	271	298	1.86e-12	56.0
Seq218	Seq3	93.266	297	20	0	1	297	1	297	2.97e-125	430
Seq219	Seq3	91.946	298	18	1	1	292	1	298	6.54e-117	402
Seq220	Seq3	88.851	296	27	1	1	290	1	296	3.11e-94	327
Seq221	Seq3	92.256	297	17	1	1	291	1	297	1.06e-118	408
Seq222	Seq3	100.000	29	0	0	267	295	270	298	4.62e-13	58.0
Seq223	Seq3	94.474	380	11	3	1	378	1	372	2.12e-169	577
Seq224	Seq3	100.000	17	0	0	275	291	281	297	6.47e-06	34.2
Seq225	Seq3	100.000	29	0	0	265	293	271	299	4.73e-13	58.0
Seq226	Seq3	95.455	22	1	0	265	286	271	292	1.65e-06	36.2
Seq227	Seq3	97.872	47	1	0	332	378	326	372	2.09e-21	85.7
Seq228	Seq3	94.286	35	2	0	341	375	338	372	7.33e-12	54.0
Seq229	Seq3	93.103	29	2	0	266	294	269	297	2.61e-08	42.1
Seq230	Seq3	100.000	17	0	0	387	403	356	372	7.32e-06	34.2
Seq231	Seq3	92.568	296	16	1	1	290	1	296	1.75e-120	414
Seq232	Seq3	98.986	296	3	0	1	296	1	296	2.99e-165	563
Seq233	Seq3	92.617	298	16	1	1	292	1	298	1.14e-121	418
Seq234	Seq3	88.235	34	4	0	330	363	339	372	1.67e-06	36.2
Seq235	Seq3	94.286	35	2	0	262	296	265	299	7.33e-12	54.0
Seq236	Seq3	98.993	298	3	0	1	298	1	298	2.03e-166	567
Seq237	Seq3	92.282	298	17	1	1	292	1	298	2.71e-119	410
Seq238	Seq3	94.314	299	17	0	1	299	1	299	1.32e-133	458
Seq239	Seq3	100.000	43	0	0	329	371	326	368	2.08e-21	85.7
Seq240	Seq3	100.000	43	0	0	311	353	326	368	1.97e-21	85.7
Seq241	Seq3	100.000	29	0	0	267	295	270	298	4.39e-13	58.0
Seq242	Seq3	92.617	298	16	1	1	292	1	298	1.17e-121	418
Seq243	Seq3	94.286	35	2	0	335	369	338	372	7.21e-12	54.0
Seq244	Seq3	93.750	48	1	2	268	313	271	318	1.84e-12	56.0
Seq245	Seq3	89.474	38	4	0	110	147	110	147	7.18e-09	44.1
Seq246	Seq3	94.565	368	20	0	1	368	1	368	1.29e-167	571
Seq247	Seq3	100.000	43	0	0	332	374	326	368	2.09e-21	85.7
Seq248	Seq3	100.000	28	0	0	268	295	271	298	1.90e-12	56.0
Seq249	Seq3	94.118	34	2	0	262	295	265	298	2.85e-11	52.0
Seq250	Seq3	93.103	29	2	0	266	294	269	297	2.77e-08	42.1
Seq251	Seq3	94.118	34	2	0	262	295	265	298	2.75e-11	52.0
Seq252	Seq3	94.286	35	2	0	341	375	338	372	7.33e-12	54.0
Seq253	Seq3	94.286	35	2	0	344	378	338	372	7.39e-12	54.0
Seq254	Seq3	93.103	29	2	0	266	294	269	297	2.77e-08	42.1
Seq255	Seq3	100.000	28	0	0	268	295	271	298	1.89e-12	56.0
Seq256	Seq3	94.186	86	5	0	1	86	1	86	3.81e-35	131
Seq257	Seq3	93.939	33	2	0	262	294	265	297	1.07e-10	50.1
Seq258	Seq3	86.577	298	34	1	1	292	1	298	1.03e-78	276
Seq259	Seq3	94.118	34	2	0	262	295	265	298	3.04e-11	52.0
Seq260	Seq3	100.000	9	0	0	230	238	115	107	0.33	18.3
Seq261	Seq3	96.154	26	1	0	267	292	270	295	6.89e-09	44.1
Seq262	Seq3	100.000	28	0	0	268	295	271	298	1.78e-12	56.0
Seq263	Seq3	93.548	31	2	0	262	292	265	295	1.67e-09	46.1
Seq264	Seq3	92.568	296	16	1	5	294	5	300	1.69e-120	414
Seq265	Seq3	90.541	296	25	1	1	293	1	296	2.24e-104	361
Seq266	Seq3	100.000	43	0	0	314	356	326	368	1.99e-21	85.7
Seq267	Seq3	100.000	29	0	0	264	292	270	298	4.58e-13	58.0
Seq268	Seq3	100.000	43	0	0	335	377	326	368	2.11e-21	85.7
Seq269	Seq3	93.103	29	2	0	266	294	269	297	2.61e-08	42.1
Seq270	Seq3	92.282	298	17	1	1	292	1	298	2.71e-119	410
Seq271	Seq3	83.893	298	42	1	1	292	1	298	1.33e-59	212
Seq272	Seq3	93.980	299	18	0	1	299	1	299	3.36e-131	450
Seq273	Seq3	87.500	40	5	0	102	141	108	147	1.06e-07	40.1
Seq274	Seq3	96.644	298	10	0	1	298	1	298	1.04e-149	511
Seq275	Seq3	97.315	298	8	0	1	298	1	298	1.76e-154	527
Seq276	Seq3	93.103	29	2	0	267	295	270	298	2.74e-08	42.1
Seq277	Seq3	94.286	35	2	0	335	369	338	372	7.21e-12	54.0
Seq278	Seq3	95.000	40	2	0	332	371	329	368	7.61e-15	63.9
Seq279	Seq3	86.879	282	31	1	15	290	15	296	2.50e-76	268
Seq280	Seq3	92.150	293	17	1	5	291	5	297	2.52e-116	400
Seq281	Seq3	100.000	28	0	0	268	295	271	298	1.81e-12	56.0
Seq282	Seq3	93.548	31	2	0	262	292	265	295	1.74e-09	46.1
Seq283	Seq3	94.118	34	2	0	262	295	265	298	2.90e-11	52.0
Seq284	Seq3	94.286	35	2	0	344	378	338	372	7.39e-12	54.0
Seq285	Seq3	100.000	42	0	0	318	359	327	368	7.93e-21	83.8
Seq286	Seq3	100.000	32	0	0	267	298	270	301	7.49e-15	63.9
Seq287	Seq3	94.118	34	2	0	262	295	265	298	2.92e-11	52.0
Seq288	Seq3	100.000	27	0	0	267	293	270	296	7.57e-12	54.0
Seq289	Seq3	90.940	298	24	1	1	295	1	298	6.15e-108	373
Seq290	Seq3	89.286	28	3	0	267	294	270	297	2.56e-05	32.2
Seq291	Seq3	91.429	35	3	0	326	360	338	372	1.71e-09	46.1
Seq292	Seq3	100.000	43	0	0	326	368	326	368	2.06e-21	85.7
Seq293	Seq3	91.429	35	3	0	347	381	338	372	1.82e-09	46.1
Seq294	Seq3	100.000	26	0	0	267	292	270	295	2.75e-11	52.0
Seq295	Seq3	86.242	298	41	0	1	298	1	298	1.01e-75	266
Seq296	Seq3	98.658	298	4	0	1	298	1	298	4.71e-164	559
Seq297	Seq3	100.000	43	0	0	320	362	326	368	2.03e-21	85.7
Seq298	Seq3	92.857	28	2	0	267	294	270	297	1.07e-07	40.1
Seq299	Seq3	93.103	29	2	0	266	294	269	297	2.68e-08	42.1
Seq300	Seq3	100.000	13	0	0	131	143	137	149	0.002	26.3
Seq301	Seq3	99.324	296	2	0	1	296	1	296	1.25e-167	571
Seq302	Seq3	90.000	40	4	0	102	141	108	147	4.29e-10	48.1
Seq303	Seq3	96.656	299	10	0	1	299	1	299	2.59e-150	513
Seq304	Seq3	100.000	42	0	0	336	377	327	368	8.34e-21	83.8
Seq305	Seq3	94.286	35	2	0	360	394	338	372	7.71e-12	54.0
Seq306	Seq3	100.000	27	0	0	267	293	270	296	7.57e-12	54.0
Seq307	Seq3	93.750	48	1	2	268	313	271	318	1.84e-12	56.0
Seq308	Seq3	100.000	28	0	0	268	295	271	298	1.78e-12	56.0
Seq309	Seq3	96.154	26	1	0	267	292	270	295	6.83e-09	44.1
Seq310	Seq3	100.000	28	0	0	268	295	271	298	1.86e-12	56.0
Seq311	Seq3	100.000	28	0	0	268	295	271	298	1.90e-12	56.0
Seq312	Seq3	92.617	298	16	1	1	292	1	298	1.08e-121	418
Seq313	Seq3	82.034	295	50	1	1	292	1	295	4.27e-44	161
Seq314	Seq3	94.118	34	2	0	262	295	265	298	2.85e-11	52.0
Seq315	Seq3	100.000	42	0	0	312	353	327	368	7.80e-21	83.8
Seq316	Seq3	100.000	29	0	0	267	295	270	298	4.81e-13	58.0
Seq317	Seq3	92.517	294	16	1	5	292	5	298	2.66e-119	410
Seq318	Seq3	91.429	35	3	0	356	390	338	372	1.86e-09	46.1
Seq319	Seq3	100.000	29	0	0	267	295	270	298	4.31e-13	58.0
Seq320	Seq3	94.295	298	17	0	1	298	1	298	5.36e-133	456
Seq321	Seq3	100.000	17	0	0	341	357	356	372	6.47e-06	34.2
Seq322	Seq3	96.552	29	1	0	267	295	270	298	1.09e-10	50.1
Seq323	Seq3	100.000	24	0	0	265	288	271	294	4.34e-10	48.1
Seq324	Seq3	91.901	284	23	0	15	298	15	298	2.52e-110	381
Seq325	Seq3	94.286	35	2	0	335	369	338	372	7.21e-12	54.0
Seq326	Seq3	100.000	27	0	0	267	293	270	296	7.27e-12	54.0
Seq327	Seq3	91.429	35	3	0	344	378	338	372	1.80e-09	46.1
Seq328	Seq3	100.000	17	0	0	341	357	356	372	6.47e-06	34.2
Seq329	Seq3	94.286	35	2	0	350	384	338	372	7.51e-12	54.0
Seq330	Seq3	89.474	38	4	0	110	147	110	147	6.77e-09	44.1
Seq331	Seq3	94.286	35	2	0	344	378	338	372	7.39e-12	54.0
Seq332	Seq3	100.000	28	0	0	268	295	271	298	1.73e-12	56.0
Seq333	Seq3	94.286	35	2	0	335	369	338	372	7.21e-12	54.0
Seq334	Seq3	100.000	43	0	0	341	383	326	368	2.14e-21	85.7
Seq335	Seq3	98.986	296	3	0	1	296	1	296	2.99e-165	563
Seq336	Seq3	92.617	298	16	1	1	292	1	298	1.10e-121	418
Seq337	Seq3	100.000	42	0	0	318	359	327	368	7.93e-21	83.8
Seq338	Seq3	100.000	43	0	0	332	374	326	368	2.09e-21	85.7
Seq339	Seq3	100.000	41	0	0	319	359	328	368	3.14e-20	81.8
Seq340	Seq3	91.275	298	26	0	1	298	1	298	1.60e-111	385
Seq341	Seq3	100.000	29	0	0	267	295	270	298	4.54e-13	58.0
Seq342	Seq3	100.000	28	0	0	268	295	271	298	1.90e-12	56.0
Seq343	Seq3	94.286	35	2	0	344	378	338	372	7.39e-12	54.0
Seq344	Seq3	87.919	298	36	0	1	298	1	298	1.14e-87	305
Seq345	Seq3	94.286	35	2	0	346	380	338	372	7.43e-12	54.0
Seq346	Seq3	100.000	28	0	0	268	295	271	298	1.83e-12	56.0
Seq347	Seq3	100.000	28	0	0	268	295	271	298	1.83e-12	56.0
Seq348	Seq3	100.000	27	0	0	267	293	270	296	7.15e-12	54.0
Seq349	Seq3	90.444	293	25	1	1	290	1	293	1.41e-102	355
Seq350	Seq3	94.286	35	2	0	353	387	338	372	7.57e-12	54.0
Seq351	Seq3	88.889	297	27	1	1	291	1	297	7.86e-95	329
Seq352	Seq3	100.000	43	0	0	305	347	326	368	1.94e-21	85.7
Seq353	Seq3	89.474	38	4	0	110	147	110	147	6.72e-09	44.1
Seq354	Seq3	94.286	35	2	0	308	342	338	372	6.67e-12	54.0
Seq355	Seq3	100.000	28	0	0	268	295	271	298	1.84e-12	56.0
Seq356	Seq3	100.000	41	0	0	313	353	328	368	3.08e-20	81.8
Seq357	Seq3	92.500	40	3	0	108	147	108	147	1.87e-12	56.0
Seq358	Seq3	92.282	298	17	1	1	292	1	298	2.71e-119	410
Seq359	Seq3	100.000	25	0	0	268	292	271	295	1.12e-10	50.1
Seq360	Seq3	89.474	38	4	0	110	147	110	147	6.79e-09	44.1
Seq361	Seq3	100.000	43	0	0	317	359	326	368	2.01e-21	85.7
Seq362	Seq3	96.154	26	1	0	267	292	270	295	6.60e-09	44.1
Seq363	Seq3	94.118	34	2	0	324	357	339	372	2.75e-11	52.0
Seq364	Seq3	94.286	35	2	0	344	378	338	372	7.39e-12	54.0
Seq365	Seq3	94.286	35	2	0	338	372	338	372	7.27e-12	54.0
Seq366	Seq3	96.980	298	9	0	1	298	1	298	4.19e-152	519
